1. mountain-pose-567x567.pngresized.png,290.1744,69.761566,-169.22481,295.59637,60.42717,-151.79654,299.77762,60.40081,-151.91689,304.08444,60.302006,-152.0007,283.36768,60.52337,-153.47331,278.74576,60.432983,-153.35678,274.10342,60.414886,-153.43265,308.021,66.48771,-61.818665,266.98645,66.36393,-61.874844,297.47495,81.18111,-135.24883,281.1551,81.048355,-135.57481,330.87866,129.98792,-27.93421,237.89923,128.09866,-12.852958,340.1719,210.96724,-11.781241,221.65329,205.71977,4.4648957,361.69226,282.11517,-68.84773,202.7315,278.72034,-33.187634,372.6047,303.0311,-78.010544,193.24977,300.84497,-25.9684,369.58737,305.49677,-108.15801,195.6004,303.12296,-65.02589,360.74194,299.4706,-80.95919,205.84221,297.82578,-48.693096,314.7336,281.93622,-14.865291,260.39508,283.18658,15.452924,300.19418,395.4309,-3.099016,269.12955,396.90652,36.002766,293.50143,495.43842,111.3264,280.81403,497.89114,162.61629,292.29626,505.43164,114.615364,286.7249,509.67926,167.56743,287.48065,536.8902,15.987574,273.89206,536.0757,67.14356
10. screen-shot-2013-07-19-at-3-47-21-am.pngresized.png,264.83582,59.349808,-56.357903,258.32285,51.085423,-50.372047,257.92383,50.717625,-50.309364,257.6,50.31951,-50.38745,256.46213,52.069885,-72.27812,254.17227,52.305847,-72.26615,251.9047,52.57404,-72.25515,247.30684,54.280804,-5.59358,240.61035,57.433544,-101.804726,262.3556,67.41621,-36.16901,258.65472,68.46487,-63.92489,232.78944,102.86988,71.001465,235.51483,100.45219,-143.00273,230.92323,170.59396,100.84215,242.46907,169.54126,-149.15758,240.70706,220.43646,84.684105,256.80237,229.61433,-140.67648,242.25119,231.88058,90.17413,255.27873,245.11751,-163.41562,246.96916,233.06546,73.24114,263.4389,244.74254,-158.70874,246.8061,229.78117,76.4459,262.40036,240.72264,-138.37143,234.48799,218.99637,70.36629,235.87073,218.45706,-70.153656,232.58282,304.20145,91.9931,237.87132,300.68396,-42.09774,221.00385,385.6996,145.72478,230.91266,385.6204,15.067593,209.5129,399.33536,148.63045,219.80826,400.10144,16.055202,257.32822,404.32037,120.66789,264.34848,406.45496,-32.50785
15. tadasana-mountain-pose.pngresized.png,462.06378,74.85415,-209.49983,447.2979,56.564682,-199.65576,446.3553,56.410744,-199.60419,445.5641,56.225483,-199.68472,445.55435,57.643753,-242.17126,441.4254,58.050175,-242.21486,437.325,58.555733,-242.22278,422.3454,66.27057,-98.37196,412.44888,70.08958,-277.9133,455.09097,93.58122,-167.43184,449.23035,94.457695,-218.85825,392.04767,162.24133,31.206135,398.96558,181.30513,-306.89606,434.20892,269.9803,-13.454722,443.7613,323.6622,-237.00705,482.83627,205.56386,-194.26009,507.7915,241.0628,-109.449974,493.47968,180.71472,-222.16786,531.71783,216.97398,-138.01256,500.34515,170.13608,-231.65915,514.9667,193.75421,-138.92033,494.701,183.26357,-207.9756,505.46948,204.36829,-109.67333,393.237,404.6636,108.45681,404.03555,420.99664,-107.81492,387.29236,577.1491,203.60535,406.30405,599.89777,43.453335,370.7924,727.20056,347.04202,379.53476,762.98145,155.16225,351.92206,752.27045,363.0251,355.57407,793.5742,165.89505,430.85196,758.1844,352.00488,447.89587,788.3942,107.46576
18. 431109_preview.pngresized.png,238.51141,122.2133,-287.06192,244.6602,115.203476,-275.44434,247.47237,115.16432,-275.43658,250.37097,115.102974,-275.43558,237.01074,115.766945,-264.3179,234.6089,115.741875,-264.19916,232.24615,115.85615,-264.22516,258.20074,118.77199,-200.542,234.68535,119.46346,-149.39468,245.86745,129.34938,-260.9381,236.48872,129.62181,-245.82645,280.06,152.8577,-200.68182,219.6431,150.20648,-96.14381,288.5254,100.76845,-289.7466,200.86273,102.625946,-63.69166,293.33405,44.777573,-361.6783,195.77707,52.82716,-80.659096,296.22928,34.84204,-402.19528,195.67552,42.554222,-101.27622,290.92426,29.223715,-394.24185,201.75458,35.630672,-102.73954,288.42953,32.760677,-363.93286,203.85147,38.625366,-86.067245,265.9252,274.8601,-32.202873,227.8826,271.21765,32.475967,268.9635,356.77567,21.828808,227.62221,355.70114,83.49265,271.7781,423.689,160.88126,232.10454,424.04343,197.77272,270.73328,430.7803,166.88501,238.49646,435.29822,205.56581,266.18793,456.26904,52.94344,211.74187,447.26138,110.24147
201506-yjmag-upward-salute-modify.jpgresized.png,224.2048,101.42971,-406.37006,228.59131,96.30822,-387.6995,230.99927,96.346985,-387.75287,233.49083,96.37924,-387.65933,220.81958,97.00389,-388.50992,218.03569,97.164856,-388.39758,215.3096,97.4629,-388.48196,237.19186,102.49185,-284.0092,213.52258,103.729965,-292.45364,229.71362,109.00779,-369.61475,220.14328,109.48116,-371.81134,252.05437,134.91783,-255.42178,198.69838,134.12135,-246.23055,259.1505,76.23492,-305.82852,196.4429,73.03336,-263.03967,240.13628,26.874687,-355.4069,206.40662,27.011095,-268.80396,234.31592,19.102285,-397.70728,211.09604,17.601927,-297.17004,229.71188,13.710448,-387.53647,214.6999,12.881427,-295.22665,231.1703,15.553848,-357.32065,214.22202,14.943396,-271.2831,245.15408,239.32489,-0.2902575,208.46062,238.74045,0.49756953,234.44283,324.81622,53.815353,213.95013,325.81607,21.906828,236.00223,394.2833,188.92415,212.23875,397.00302,143.0508,233.14983,403.02075,194.02605,212.75104,405.60403,149.93396,239.51146,419.35754,72.44483,216.5882,422.04166,33.866035
21. mountain-pose-yoga-_15.pngresized.png,197.02954,33.28117,-246.2152,201.0545,27.022633,-235.11635,203.96426,27.013882,-235.1321,206.97522,26.936934,-235.08777,191.81668,27.312431,-235.838,188.60439,27.393814,-235.84953,185.39973,27.521025,-235.86601,209.85979,31.636984,-156.55377,180.30193,32.19764,-155.89146,201.95982,42.193356,-216.37958,191.03712,42.33259,-216.12494,231.00763,82.62922,-96.28251,157.06694,83.49031,-91.28604,239.48425,149.89694,-70.927284,148.4799,149.07504,-65.05433,257.75735,203.29686,-118.61884,135.25787,199.09053,-113.57949,265.52737,214.9313,-126.192024,129.22702,211.11783,-118.68684,265.3359,216.09764,-155.93637,130.17358,213.25528,-149.95123,259.21777,213.36696,-130.81293,137.91716,210.089,-126.74429,220.5067,190.1372,-1.0537425,176.9891,192.53918,1.0358927,213.0589,281.43774,-1.1396085,181.64694,280.75848,-9.794923,210.04247,360.63693,93.0988,187.23079,359.53317,82.964066,207.32144,370.80875,95.77364,190.47565,370.03217,86.01312,211.34201,387.38895,-6.772949,183.38242,384.8086,-15.664353
22. tadasana-530x430.pngresized.png,207.32495,56.055874,-248.03857,212.1792,48.189503,-234.77577,215.94635,48.37089,-234.73889,219.79451,48.489727,-234.71078,202.13531,48.03327,-234.41824,198.1356,47.910213,-234.42732,194.13243,47.844635,-234.533,223.90009,55.557434,-157.79213,189.02829,54.417927,-152.53453,214.17288,66.517525,-219.57726,199.70367,66.0313,-218.02547,244.3499,112.93215,-108.55526,166.63033,108.68195,-109.19556,249.79503,181.04341,-73.716835,160.23999,177.77357,-87.35588,255.29607,235.97177,-115.46128,153.43365,232.82611,-130.74985,259.198,250.81908,-120.82657,149.97684,248.757,-138.59645,258.23813,251.23021,-145.32695,152.74376,249.9902,-163.92548,253.21426,246.29533,-125.580376,159.13933,244.92384,-141.33302,229.8732,222.89311,-3.8168964,185.39961,222.38275,4.1162953,221.4743,305.51633,13.153565,190.2106,308.3525,9.152108,210.93977,376.50314,129.28717,194.18654,381.54453,133.09349,207.77492,382.85782,136.19157,196.73428,388.86426,139.5655,208.63454,415.4912,52.297577,192.89842,420.0711,49.95221
24. tadasana-pose-yoga-_28.pngresized.png,195.7086,54.96405,-271.2781,201.0566,48.16195,-257.35233,204.36067,48.266674,-257.34656,207.74348,48.310875,-257.2622,192.13905,48.06064,-258.1108,188.91759,47.968643,-258.04236,185.69188,47.93122,-258.13474,213.42468,53.850304,-170.68608,182.98465,53.06295,-171.3894,202.62373,63.585747,-238.87923,190.3534,63.28636,-239.08032,234.18912,99.52584,-98.10396,162.306,99.566086,-121.3524,246.55046,151.98457,-58.0249,154.61649,154.93365,-99.46409,255.70387,201.83165,-136.18079,146.35022,202.34462,-150.09479,261.45935,217.5806,-155.1493,141.95377,216.28903,-160.92723,257.25974,218.9506,-184.93579,145.24045,216.65901,-193.99055,251.85715,214.0763,-149.46901,150.82089,212.62082,-163.66628,222.12396,202.0884,5.496126,181.07884,203.72202,-5.200074,211.79837,278.76733,12.96263,186.59508,287.75256,5.1168513,204.88913,351.16678,114.26211,185.40471,359.62082,124.4644,200.23521,360.3952,117.43863,186.76492,368.20547,128.88412,212.33824,378.2838,18.256144,186.60472,387.8259,24.865675
25. amandamonzonyoga-posebreakdown-tadasana.pngresized.png,205.85211,37.939194,-265.9744,210.20741,32.477074,-251.85419,213.08221,32.48775,-251.88274,216.05371,32.44131,-251.82542,201.48997,32.980957,-251.91406,198.48334,33.23609,-251.87029,195.48015,33.53862,-251.88982,220.3859,38.871433,-168.82675,192.1371,40.197674,-164.85794,211.93086,47.47386,-235.76263,200.94737,47.926235,-234.6724,244.17392,92.37434,-103.4523,171.86998,93.43992,-108.58568,257.1483,150.02835,-71.12403,162.82591,151.61392,-85.91768,268.10605,200.88254,-141.23817,149.44237,202.19872,-135.00996,273.62024,213.15903,-155.56154,143.32512,214.59276,-138.4272,271.6872,215.03008,-185.61374,143.72726,217.24718,-173.58308,266.61127,211.45177,-154.38968,150.75801,213.48885,-149.88272,232.33363,193.4379,-0.7248419,189.93765,194.2125,0.8387218,219.14337,282.68347,-4.2487655,193.76898,286.95404,-11.392932,213.0571,363.9345,82.8456,194.68845,370.38715,71.314964,210.63875,372.6334,83.74274,196.18507,379.31244,72.72219,210.09544,394.1248,-24.751703,195.25146,400.92236,-34.500813
29. mountain-pose-tadasana1.pngresized.png,482.27823,93.23141,-608.5232,495.04727,80.96946,-577.43665,502.83063,81.54538,-577.5904,510.75745,81.93538,-577.404,473.08722,80.791275,-575.77844,465.51266,80.94973,-575.69434,457.88977,81.244514,-575.56775,522.42377,96.225174,-414.31686,451.25992,94.956635,-399.3213,497.78363,118.652374,-550.1789,469.64813,118.03631,-544.7971,580.4296,231.87236,-325.22476,391.3542,231.68695,-330.54056,623.3068,380.68066,-304.84854,351.32245,382.1516,-336.76697,686.9213,499.35666,-344.20135,290.69418,495.27026,-384.25662,710.66974,526.24976,-348.87592,263.9173,523.2404,-387.26996,705.5691,535.911,-409.9699,268.94913,526.95636,-448.42993,691.2656,526.0489,-369.5275,286.58572,517.5037,-410.18005,528.18994,491.5536,-13.96916,428.3774,492.66815,14.663091,508.5868,694.12537,-3.7263782,438.96027,697.2434,-14.03523,505.93335,861.0014,218.31238,455.57745,865.0544,241.38026,506.54645,885.4113,226.9357,465.73233,890.2214,252.49756,490.8678,930.25555,41.598354,444.76416,932.30206,63.529552
33. mountain_pose.pngresized.png,253.25934,59.193985,-252.71115,258.14584,51.699104,-240.38326,261.4142,51.658184,-240.40141,264.81787,51.537315,-240.34053,247.68137,52.00447,-241.8957,244.10976,52.01889,-241.8423,240.5539,52.08749,-241.84988,269.16534,56.247658,-151.37433,235.49069,56.89137,-152.58298,259.2633,69.46714,-218.2937,247.15955,69.61483,-218.80183,296.99866,117.16874,-80.38391,209.20396,116.49966,-95.24189,309.1401,190.57411,-55.48839,198.40489,189.03514,-74.36807,324.50598,257.27127,-139.41797,186.02121,259.95413,-130.37526,332.44382,273.74133,-156.62427,177.189,278.8455,-140.56459,330.624,275.9592,-191.5874,182.74557,282.35803,-177.80957,323.733,271.21808,-154.86086,191.35951,276.46268,-145.64597,285.17725,246.86845,-3.9409165,233.6986,248.46393,4.0698085,277.4892,352.38287,-11.441765,236.28583,357.18622,-8.589937,277.22253,449.81577,75.211235,236.82478,456.22818,80.188095,274.58917,460.8418,75.665886,238.99303,467.02774,81.28866,276.81503,485.03317,-44.291286,238.25983,492.74634,-39.10887
34. pose-focus-series-2.pngresized.png,218.8262,46.132717,-305.83542,222.97142,37.848476,-291.12518,226.33105,37.598793,-291.12534,229.78456,37.271946,-291.04834,213.17418,38.49928,-292.6208,209.48885,38.595123,-292.55655,205.79755,38.742558,-292.52582,233.7553,41.91398,-197.58739,200.89952,43.73354,-200.34033,225.48793,54.488228,-271.05594,212.49318,55.09751,-271.82355,255.36502,91.08638,-131.25778,180.26321,92.08259,-131.87546,265.41055,153.96985,-108.538124,165.32642,152.7762,-114.13459,284.56494,210.15797,-160.20557,144.60365,203.19893,-164.10529,294.02866,222.96036,-166.57094,135.81543,215.56595,-167.37282,292.81726,226.38869,-197.33646,136.53984,217.62997,-199.30318,285.94595,222.81764,-172.99118,144.2329,214.01503,-177.90807,245.78508,199.67905,1.7891676,203.03674,201.92973,-1.6497296,239.45575,284.74588,21.295227,210.03458,287.6291,4.7683673,235.19261,356.0183,132.5804,216.19353,362.0793,122.57828,231.89882,364.04153,137.31693,219.59227,370.4941,127.55483,240.21365,388.3533,39.195644,214.17332,394.58374,25.35503
